Total,esl,nativeAmerican,black,latino,asian,white,female,attendance,povertyRate,temporaryHousing,teachers
1981,67,0,7.6,59.8,22.2,10.4,15.4,93.6,61.7,1,123
463,139,0,3.2,48.2,46.4,2.2,47.7,96.9,75,4,32
1280,408,0.2,4.4,27.5,63.8,4,50,95.8,74.6,2,84
897,204,0.1,4.1,29.1,55.3,11.4,47.2,95.5,67.8,1,72
690,244,0.1,2.2,26.4,65.9,5.4,47.7,96.3,71.2,0,52
669,258,0,5.4,18.1,72.4,4.2,45.3,96.3,64.5,6,51
1021,97,0.2,2.4,22.6,45,29.8,49.3,95.2,34.7,6,63
623,174,0,2.9,44.3,33.1,19.7,46.9,94.5,62.5,3,36
560,95,0.2,2,20.4,60.2,17.3,47.1,96,50.4,1,37
839,71,0.4,0.2,13.7,30.2,55.5,47.2,95,26.3,0,56
886,109,0.3,0.9,26.4,47.9,24.5,45.3,95.5,42.5,0,67
788,224,0.4,0.8,19.9,74.8,4.2,49.9,96.3,66.9,0,52
889,174,0.2,2.4,44.3,28,25.1,52.9,94.5,61.8,2,64
612,153,0.2,13.7,20.9,54.9,10.3,50.2,94.8,64,3,42
482,101,0,2.5,14.3,76.8,6.4,48.1,96.3,59,2,37
620,94,0.2,9.7,31,23.9,35.3,51.4,95.3,63.3,2,50
616,96,0,17.9,22.1,40.4,19.6,44.5,94,60.7,0,60
376,36,0.3,3.2,13.3,38.8,44.4,49.7,94.6,20.2,0,27
453,39,0,0.7,15.4,32,51.9,52.8,96.3,23.7,2,30
1009,142,0,4.3,32.9,44,18.8,50.7,93.4,60.6,5,65
752,131,0.3,4.6,30,59.3,5.7,49.2,95.9,70.6,5,51
535,51,0.2,0.8,14,14.8,70.3,46,94.7,18.9,0,39
1073,62,0.2,0.9,22.1,31.2,45.6,48.8,94.9,33.8,1,64
541,32,0.9,19.4,33.1,15.2,31.4,49.2,92.1,68.4,2,50
358,46,0.3,48,29,16.2,6.4,45.5,92.4,78.5,7,40
532,39,0,1.7,11.6,40.2,46.4,45.7,95.9,17.1,0,34
383,59,0,10.4,29.2,49.9,10.4,48.3,95.2,67.5,2,31
610,50,0.5,19.5,32.6,29.5,17.9,48.7,94.1,65.4,2,59
1058,175,0.3,8.1,24,62.1,5.5,43.7,94.6,70.7,5,79
440,35,0.2,22.5,23.2,36.1,18,46.6,92.7,55.7,6,26
242,10,0.4,14,25.6,44.6,15.3,50,95.9,41,0,15
382,339,0,2.1,59.4,38,0.5,47.6,91.8,83.4,0,25
187,25,0.5,3.7,24.6,40.1,31,54,96.3,55.7,0,12
3049,337,0.4,23.9,47.5,23.3,4.8,51.2,80,70.7,175,177
2604,273,0.2,20.2,55.6,19.8,4.2,46.3,83.5,61.7,5,147
476,18,0.6,43.3,17.4,32.6,6.1,48.5,96.8,32.5,1,28
1093,0,0,7.4,11.8,50.8,30,70.8,97.3,25.4,0,55
604,30,0.3,15.7,33.3,21.8,28.8,48.8,89.9,27.7,0,31
505,51,0.4,8.7,15.8,61.8,13.3,50.1,96.5,26.1,0,28
617,50,0.5,10.5,11.2,63,14.8,48.8,95,32.9,1,46
549,102,0.2,8.6,18.8,53,19.5,47.7,96.3,38.4,1,35
427,32,0,2.8,14.3,42.9,40,44.7,95.6,21.2,0,26
403,36,0,7,14.4,58.3,20.4,45.2,96.4,27.7,2,41
946,38,0.2,3.8,8.9,53.1,34,46.9,96.7,15,1,52
1023,56,0.1,7.1,9.7,63.3,19.8,50,96.6,26.5,1,59
432,44,0,2.8,14.4,47.9,35,46.3,95.8,15.1,2,28
260,5,0,2.3,9.2,28.8,59.6,49.6,96.2,9.6,0,15
440,53,0,10,12.3,64.1,13.6,48.4,95.8,30,1,39
501,41,0.4,6.6,19.4,53.9,19.8,43.3,96.2,35.2,1,44
1144,91,0,7.6,13.6,57.9,21,48.6,96.8,33,0,68
522,68,0,1.5,14.6,42.5,41.4,48.3,95.7,26,0,36
732,86,0,2.2,9.2,66.3,22.4,49.9,97.1,29.5,0,42
1084,41,0.4,11.9,15.9,49.7,22.1,48.6,96.2,31.2,3,62
779,72,0,2.2,8.6,64.4,24.8,45.3,96.9,34.6,0,47
440,17,0,9.8,13.4,29.6,47.3,44.1,96.4,25.7,2,32
304,5,0.7,13.2,19.4,37.5,29.3,50,95.5,21.6,0,32
439,17,0,4.1,9.6,53.1,33.3,43.7,97.2,8.6,1,26
349,47,0,4,8.3,68.8,18.9,49,96.4,41,0,19
749,102,0.3,1.7,6.5,71.2,20.3,54.3,97,18.9,0,46
278,14,0,7.2,8.6,46,38.1,46.8,96.7,23.5,1,19
425,50,0.2,5.2,12.2,61.9,20.5,43.3,96.7,26.3,1,37
1250,111,0.2,11.8,12.6,62,13.5,47.8,96.3,43.3,2,70
640,65,0,1.2,8.3,66.4,24.1,51.9,96.7,17.5,1,40
669,10,0.8,10.5,13.8,39,36,48.4,96.2,16.5,0,47
3902,182,0.2,18.1,15.6,46.1,20,52.9,90.5,17.4,3,201
4472,508,0.1,12.1,23.3,48,16.6,50.1,91.3,26.7,9,221
3157,184,0.8,61.1,14.5,20.5,3.2,48.2,85.7,29,11,154
4072,354,0.1,15.4,17.3,48.5,18.7,52.3,90.1,35.1,20,199
1114,21,0.4,40.8,15.5,26.8,16.4,54.7,91.8,27.3,0,69
789,29,1.1,76.3,17.9,2.5,2.2,46.6,88.8,85.7,24,74
1374,37,0.4,68.4,26.4,2.9,1.8,48.4,91.5,79,19,108
417,13,0.5,82.7,10.8,4.6,1.4,48.2,93.4,66.7,8,40
250,3,0.8,8,9.2,2.8,79.2,48.4,93.6,44.6,0,20
645,71,0.5,62.8,33,2,1.7,49,89.4,85.2,20,50
471,75,0.6,9.6,34.8,45.9,9.1,48.4,95.2,66.7,6,32
1127,176,1.1,6.9,68.9,18,5.1,51.1,92.8,64,15,82
976,129,0.3,6,28.7,62.8,2.2,49.9,94.7,67.6,7,69
1280,157,0,7,51.5,31.6,9.9,49.4,93.4,64.1,3,96
691,147,0.3,7,47.8,42.3,2.8,48,93.3,69.6,3,47
565,60,0,8.8,42.3,42.3,6.6,45.3,94.1,67.4,0,44
426,96,0.7,7.5,65,16.4,10.3,50.9,93.7,75.6,1,31
845,188,1.4,9,58.1,28.2,3.3,47.6,93.3,66.6,4,65
271,20,3,44.6,18.1,32.1,2.2,46.5,92.6,73.9,1,23
715,154,0.3,3.2,70.2,22,4.3,45.4,93,86,2,57
1055,84,0.3,8.2,32.5,56.2,2.8,48,93.9,85.6,5,81
619,29,0.6,68.8,25.2,4,1.3,47.3,91.3,78.5,6,56
895,62,0.6,67.4,29.2,1.4,1.4,50.1,90.2,79.5,21,75
413,18,1.4,78.9,11.9,4.1,3.6,50.8,92,78.9,11,37
1296,81,0.5,6.6,30.1,60,2.8,48.8,94.9,59.9,6,88
824,23,0.1,3.5,5.3,2.2,88.8,47.1,94.1,16.5,1,54
612,32,1,73.9,12.6,9.5,3.1,51.5,92.1,77.2,9,52
1142,34,0.4,35.6,20.5,40.8,2.7,52.3,94.5,70.9,5,69
1850,120,0.5,9.7,34,52.3,3.6,49.2,92.1,67,1,122
604,30,0,4.1,25.3,3.8,66.7,44.4,94.2,39,2,48
663,53,0.8,45.4,22.8,30,1.1,51.7,94.3,68.6,3,50
659,31,1.5,66.6,22.9,5.3,3.6,51.8,90.3,81,11,51
479,41,1.2,54.7,40.5,1,2.5,50.9,93,87.7,8,49
1144,75,0.2,10.9,40.6,30.2,18.1,49.6,90.8,50.5,2,83
748,5,0.5,3.7,12.2,4.6,79,50.8,94.4,32,0,62
2021,200,0.2,6.8,60.6,27.3,5.1,47.8,91,63.1,20,133
596,93,1.5,50.8,43.3,2,2.4,45.8,90.9,81,11,49
695,27,1.3,77.7,10.1,9.6,1.3,49.8,93.1,70.5,9,58
630,68,1,42.7,36.8,2.5,17,45.4,87.1,65.6,13,58
1667,50,1.3,49,19.5,28.8,1.4,46.9,90.1,58.3,12,112
795,40,0.4,8.6,38,13.6,39.5,47.3,93.7,46.4,4,57
497,85,1.8,55.9,38.2,1.4,2.6,48.1,91.8,81.9,0,49
593,84,0.7,6.6,62.4,22.3,8.1,47,93.3,71,2,47
344,9,0.9,72.4,18.6,6.4,1.7,52.6,82.5,68.2,11,23
226,20,1.3,15,61.5,17.3,4.9,54,91,70.5,1,15
158,1,0,75.3,18.4,3.2,3.2,56.3,96.4,76.3,1,8
363,0,0.6,81.8,14.9,1.9,0.8,54,94.5,93.3,0,29
1366,57,0.4,80.4,11.6,6,1.6,43.6,81.8,75.8,11,79
1792,68,0.8,53.1,31.8,3.9,10.4,42.6,79.7,65.5,7,115
843,20,0,60,35,3.4,1.5,51.7,76.4,72.7,14,63
3587,331,0.8,14.9,52,28.5,3.8,48.6,79.2,34.4,7,173
3259,83,0.7,28.1,39.3,26.4,5.6,46.3,75.3,66.1,19,180
384,2,0.3,9.6,47.9,27.6,14.6,32.8,94.7,63.8,2,24
907,49,0.6,65.8,18,14.9,0.8,47.6,90.8,61.1,17,77
575,18,0.7,85.6,7.6,1.9,4.2,44.4,93.3,61.5,13,49
522,36,1,76.4,16.5,4,2.1,50.8,89.7,88.8,12,37
352,21,1.1,78.1,12.2,7.1,1.4,51.1,91,72.5,10,28
832,107,1.9,36.3,40.4,16.6,4.8,52.3,93.5,92.1,1,64
542,94,0.9,8.5,47,40.8,2.8,47.2,93.4,75.4,12,43
710,46,0.8,13.4,30.6,52.8,2.4,45.9,93.3,65.8,2,51
742,22,0.5,63.9,14,20.8,0.8,44.9,91.8,64.3,15,60
622,33,0.6,86,7.9,2.2,3.2,47.3,92.7,56.4,8,63
573,134,0,8.4,50.1,39.1,2.4,49,93.7,89.2,8,48
897,203,0.1,18.2,42.5,36.2,3,51.1,94.6,74.3,8,63
752,121,0.4,7.8,36,31.8,23.9,47.9,94.8,60.2,1,49
612,40,0.3,3.4,14.2,34.8,47.2,48,95.1,17.3,4,43
1125,189,0.1,13.9,29.4,40,16.6,49.9,93.7,71.6,0,73
942,30,1.5,24.5,14.2,56.3,3.5,48.9,94.3,77.2,4,71
788,127,0,3.2,26.4,35,35.4,48.1,95.2,49.3,2,48
738,24,0.7,83.9,12.3,1.6,1.5,50,91.7,65.4,7,54
697,34,0.1,7.9,16.1,37.9,38,49.2,94.8,23.9,9,55
763,44,2.9,70.5,14.9,9.2,2.5,49.8,92.9,89.1,5,58
784,90,2.3,10.7,20.2,64.2,2.7,48.8,94.6,84.3,3,63
572,84,0.2,4,20.8,38.6,36.4,47.7,94.8,38,0,41
622,55,0,3,17,15.8,64.2,46.8,95.2,63.2,0,43
703,59,0.1,3.3,13.5,39.1,44,47.8,95.9,14.6,3,39
644,91,0.8,24.2,26.4,21.6,27,45.6,94,60.6,8,52
1213,159,0.6,15.2,43.9,36.3,4,45.1,91.7,69,12,88
471,124,0.2,7,25,26.3,41.4,40.8,94.7,60.4,1,46
162,0,2.5,71,10.5,14.2,1.8,46.9,97.3,51.9,1,8
3641,369,0.4,10.1,29.5,22.6,37.4,49,89.8,21.9,10,186
1787,136,0.7,61.6,17.5,19.1,1.1,48.3,81.4,24.4,12,118
3349,259,0.5,48,22.4,26.8,2.2,58.1,84,32.7,30,177
2724,26,0.4,28.5,25.2,40.2,5.8,32.6,92,33.4,2,139
371,0,0,17,9.2,61.2,12.7,52.6,96.7,24.3,0,26
559,5,0.5,76.9,15.2,5,2.3,52.2,88.3,43.2,2,35
443,7,0.2,93.7,3.6,1.1,1.4,49.9,94.3,62.1,5,31
1083,160,1.4,27.2,27,38.7,5.7,50.3,94.7,58.3,13,75
490,46,0.4,79.2,14.9,4.5,1,45.9,93.1,88.8,20,40
643,68,1.2,46.7,27.1,23.5,1.6,49.9,93.2,60.2,6,47
484,15,0.2,91.3,4.8,1.4,2.3,46.7,92.9,63.4,8,33
558,18,0.5,91.2,6.4,0.7,1.1,48.8,91.5,65.8,19,44
348,11,0.3,89.9,5.2,2.6,2,50.6,94.1,71.8,6,31
607,25,0.3,88,7.1,3.3,1.3,47.9,92.1,73.3,6,47
884,9,0.6,93.1,4.8,1.1,0.4,47,92.9,50.7,17,69
1254,219,0.3,17.6,39.6,38.9,3.6,51,94.8,77,1,86
1470,80,1.3,49.4,19.7,27.8,1.8,49.1,91.5,50.6,8,93
895,68,0.9,77.3,14.4,6.2,1.2,53.4,91.7,78.4,11,63
662,29,0.2,87.6,8.2,1.8,2.3,49.2,92.4,88.1,8,55
694,197,0.3,18,8.6,63.7,9.4,52.2,94.6,79.9,8,51
414,8,0.2,93,5.1,0.7,1,51.4,94.1,56.6,0,31
461,43,0.9,85.5,8,3,2.6,49.5,92.1,66.8,12,39
1199,87,1.9,38,23.3,33.1,3.8,49.5,94.9,76.7,4,91
710,30,0.4,93.5,3.5,1.1,1.4,49.7,92.8,62.2,15,48
931,43,0.3,87.5,8.7,1.7,1.7,46.9,93.2,66.8,11,68
908,27,0.3,92.4,4,1.6,1.6,48.4,93.8,58,15,64
787,17,0.1,94.3,3.4,0.9,1.3,46.9,94.6,52.9,5,58
623,6,0.2,95.2,2.7,0.8,1.1,53.8,94.8,73.7,2,43
504,14,0.4,92.1,4,1.4,2.2,40.7,91.8,71.8,3,39
612,22,0.3,93.5,4.7,1.5,0,48.7,94.4,70.2,22,46
712,9,0.1,90.6,4.1,2.2,3,49.9,93.1,61.3,6,51
725,8,0.1,76.6,9,11.7,2.6,52.4,95.4,37.8,1,51
759,14,0.8,92.8,4.2,1.4,0.8,47,90,47.8,6,56
1504,124,1.2,46.8,26.1,24.9,0.9,51.3,90.7,66.8,9,103
268,5,0.4,85.4,8.2,4.8,1.1,48.5,87.3,46,1,16
391,13,0.3,89.8,6.9,2.8,0.3,51.4,87.2,69.8,5,23
505,28,1.4,59.6,16.8,19.2,3,50.5,94.8,63,2,43
623,7,1.1,94.7,1.8,1.3,1.1,52,96.1,34.8,0,39
402,13,0.5,70.9,17.7,8.7,2.2,54,90,51.8,8,21
171,24,0.6,33.3,40.4,18.7,7,46.8,93.8,55.7,2,18
515,19,1.2,80.4,8.9,9.1,0.4,39,87.8,30.9,0,30
535,6,0.8,79.6,13.8,4.9,0.9,55.5,85.9,31.5,3,25
507,17,1,82.6,10.1,4.9,1.4,36.1,86.5,24.5,5,32
503,11,1,85.7,8.8,3.2,1.4,52.3,85.5,50.6,5,28
632,125,0.3,2.5,41.1,16.5,39.6,49.8,94.6,64.3,0,48
885,127,0.3,7.9,45.8,27.2,18.8,46,93,91.4,4,63
1175,318,0,1.1,42.5,41.7,14.7,50.6,95.4,69.4,4,79
699,239,0.1,8.9,52.9,20.5,17.6,49.1,94.9,77.4,26,59
1230,340,0.6,1.4,41.9,42.2,14,49,95,62.3,0,75
1071,193,0.1,1.8,43,21.1,34.1,47.2,95.3,70,5,78
663,76,0.4,30.3,52.2,6.8,10.3,47.4,92.9,76.7,11,75
251,47,1.2,8.4,39,13.2,38.2,49.8,94.1,57.7,1,29
381,81,0.3,2.1,38.3,16,43.3,50.4,94.5,71.1,0,35
460,82,0.9,1.7,38.5,22.6,36.3,44.6,94.6,69.2,0,36
822,410,0.1,6.4,88.1,3.8,1.6,47.4,95.5,89.4,3,64
412,52,0.5,50.5,39.8,3.2,6.1,50.2,89.5,91.4,6,51
535,116,1.3,18.5,47.5,25,7.7,47.1,93.2,88.3,3,45
1364,84,0.3,6.7,25.9,32,35,50,95.4,52.7,3,85
646,86,0.5,18.7,56.2,18,6.7,47.1,89.2,83.3,9,60
1159,270,0.1,26,62.6,9.1,2.3,48.6,93.5,92.3,11,78
1030,95,0.3,4.8,42.6,22.2,30.1,45.6,93.2,62.5,10,73
1880,249,0.1,3.4,85.7,8.8,2,49.1,94.4,75.2,9,131
1140,281,0,2.7,80,13,4.3,50.4,93.7,70.4,1,84
1120,299,0.1,0.4,84.6,10.4,4.5,50.6,95.3,77.9,4,84
1232,261,0.3,2.8,46.1,35.4,15.3,50.6,95.2,66.1,1,94
581,136,0.2,16,47.8,21.5,14.5,46.3,92.5,74,3,59
1267,436,0.4,0.9,44.2,45.9,8.6,49.5,95,74.8,0,83
1100,317,0.4,4.6,45.6,29.1,20.2,50.2,95.5,77.4,2,76
699,100,0.3,19.3,46.9,24,9.4,51.5,92.4,93.4,8,65
883,138,0.2,21.7,53.4,18.6,6,47.1,92,79.2,6,74
737,172,0,2.3,72.6,15.2,9.9,53.7,95.1,75,3,47
1472,32,0.1,16.8,35.2,17.3,30.5,50.3,95.1,50,1,96
981,137,0,2,51.3,39.9,6.8,45.6,94.8,75.2,1,68
693,227,0,4.8,43.9,26.1,25.2,51.5,94.5,81.1,11,59
129,53,0.8,0,63.6,27.9,7.8,53.5,95.5,91.8,0,13
159,0,0,5,52.8,22,20.1,100,97.7,73.4,2,11
3161,419,0.2,9.4,48.3,26.6,15.4,46.7,85,33.2,24,185
3337,279,0.1,13.6,57.2,16.2,12.9,48.2,82.2,60.3,14,201
613,6,0.3,22.2,28.2,9.3,40,68.7,92.2,18.8,0,44
974,89,0.5,16.4,56.4,14.3,12.4,36.8,86.2,56.7,1,59
1016,227,0,4.7,56,33.4,5.9,46.8,91.1,73.4,22,64
625,0,0.2,10.9,32,31.4,25.6,55.8,93.4,41,1,34
553,18,0.7,0.5,9.8,1.4,87.5,51,94.5,16.2,0,35
952,43,0.5,7.1,23.5,5.8,63,50.2,89.9,47.6,5,68
795,25,0.1,0.5,5.7,3.9,89.8,49.3,94.2,12.7,2,48
779,26,0.6,1.7,13.7,7.6,76.4,44.7,93.4,26.8,3,72
225,8,0.9,0,8,1.8,89.3,43.6,94.3,14.5,0,16
895,33,0.6,1,9.6,2.7,86.2,48.2,94.5,15.6,0,63
1192,6,0.3,1.3,6.5,4.9,87,48,93.4,16.8,2,72
441,24,0.4,1.4,13.4,3,81.9,48.3,93.9,24.3,2,33
283,31,0.4,19.8,32.2,5,42.8,44.9,93.1,56.4,6,25
736,69,0.4,22.2,34.9,13.7,28.8,52.2,94.1,69.3,3,49
576,41,0.2,45.5,46.7,1.6,6.1,48.3,88.3,84,2,50
1043,167,0.8,31.4,54.6,5.9,7.3,48.7,90.4,68.6,15,81
541,62,0.6,47.9,46,1.1,4.4,47.1,89.5,84.2,10,54
660,98,0.9,19.2,55.9,6.7,17.3,48.2,94.2,71.7,6,46
425,152,0.2,22.8,68.9,2.1,5.9,47.8,93,91.1,3,32
524,127,0.8,26.9,56.1,4,12.2,51,91.7,79.6,6,40
1227,145,1,24.4,40.6,11.6,22.4,50,92.8,60.5,33,85
563,31,0.5,2.3,11,3.2,83,46.4,94.5,19.6,1,38
1533,10,0.3,1,9.4,3.8,85.4,47.3,92.7,19.5,3,93
183,17,0.6,7.6,29,6.6,56.3,51.4,94.5,58.1,5,17
926,66,0.3,24.1,39.3,7.9,28.4,42.3,90.2,48.3,8,82
582,24,0.5,11.7,15.3,15,57.6,48.4,94.9,36.7,3,40
817,25,0.4,4.6,17.1,7,70.9,45.3,94.6,23.9,1,56
520,32,1.2,55.4,30,2.5,11,45,90.6,83,10,42
890,29,1,1.2,8.9,3.8,85.1,47.3,94.3,17.7,3,54
1180,17,0.4,1,6.1,3.4,89.1,51.1,93.3,18.4,1,67
351,23,0,20.8,18.2,12,49,47.3,94.2,32.5,3,20
953,15,0.5,0.5,5.5,3.9,89.6,49.1,94.5,15.3,1,62
378,46,0,4.5,24.3,5,66.1,47.6,93.5,62.4,3,35
472,38,0.2,3.2,23.9,12.5,60.2,49.8,94.1,58.6,5,32
649,63,0.5,2.6,22.5,5.9,68.6,48.7,94.4,45.8,11,48
983,22,0.2,0.7,8.2,4.1,86.8,49.3,94.2,20.2,8,70
837,60,0.6,51.6,37.3,2.8,7.8,49.7,89.9,75.3,25,75
999,39,0.4,23.2,30.7,6,39.6,49.2,92.9,47.7,11,61
297,27,0.3,15.5,26.6,8.1,49.5,47.8,93.1,53,5,27
298,0,1.7,14.8,16.1,13.8,53.7,58.4,93.8,19.5,2,19
415,46,0.5,5.8,13.5,21.9,58.3,48.9,94.6,32.8,1,24
939,74,0.3,43.4,29.7,9.8,16.7,47,89.1,67.1,19,83
592,44,1,2.2,10.1,6.8,79.9,49.2,93.6,25.6,3,45
1175,76,0.3,23.3,41,8.2,27.2,48.8,90.3,51.7,13,84
643,71,0.2,3.1,16.5,8.9,71.4,47.3,93.3,39.2,0,54
705,21,0.6,1.7,7.9,3.6,86.2,44.3,93.2,19.1,1,57
852,87,0.4,6.5,18.2,34.2,40.8,50.5,94.5,37.1,5,57
703,10,0.3,0.8,7.2,5,86.6,49.9,94.4,13.1,2,48
765,12,0.8,1,7.4,3.4,87.3,48.6,94.7,21.9,2,51
657,41,0.9,59.2,27.7,3,9.1,48,91.3,82.6,18,73
751,78,0.1,5.1,20.5,20.8,53.5,46.2,94.2,37.1,13,56
902,66,0.2,5.3,21.3,9,64.2,47.2,93.6,55.9,2,71
1352,63,0.6,38.6,29.5,4,27.3,55.6,91.6,55,40,92
852,51,0.2,4.7,18.9,16,60.2,50.6,93.9,34.1,2,66
1847,87,0.1,17,20.6,18.5,43.8,48.6,91.5,42.3,13,114
1347,9,0.1,2.7,10.4,6.9,80,48.6,93.5,18.6,2,82
2308,115,0.4,16.8,21.4,7,54.4,48.3,87,35.4,6,120
2499,152,0.2,27.8,33.1,7.5,31.3,49.5,84.3,39.1,48,133
2851,189,0.5,36.4,29.8,6.3,26.9,52.9,84.4,48.5,53,155
3848,53,0.1,2,9,6.1,82.8,49.9,89.8,8.3,3,183
3358,109,0.3,12.6,20.8,14.8,51.6,49.6,87.5,20.2,36,168
761,20,0.3,43.2,29.8,4.2,22.5,33,86.7,41.2,8,61
912,1,0,1.6,4.2,20.5,73.7,45,96.2,7.1,0,51
744,68,0.5,62.1,35.5,0.5,1.3,48,89.5,92.4,26,62
623,60,0.2,24.9,70.5,2.2,2.2,50.4,90.1,80,11,56
539,124,0.2,3.9,89.6,3.9,2.4,50.8,93.8,86.5,15,45
613,63,0.5,20.9,75.7,0.6,2.3,50.7,90.5,94.1,5,53
495,73,0,8.9,85.9,2.6,2.6,50.7,92,92.6,3,45
986,158,0.2,6.5,88,4,1.3,48.7,92.4,96.6,16,69
981,58,0.3,5.2,92.5,1.3,0.7,48,92.6,93.7,7,82
452,65,0,22.6,73.7,0.2,3.5,46.9,92.3,85.6,1,43
731,81,0.3,7.7,85.5,4.9,1.6,49.2,90.7,97.6,4,64
810,100,0.4,18.5,77.5,1.6,2,47.6,90.6,98.5,10,69
830,64,0.6,32.6,64.7,0.6,1.4,49.8,89,93.4,8,74
618,39,1,45.5,51.8,1.3,0.5,47.6,89.6,84.4,4,64
531,48,2.1,55.6,38.8,0.8,2.8,52.2,88.5,82.7,18,41
553,48,0.5,10,87.9,1.3,0.4,53,90.6,89,5,51
526,33,0.6,14.4,83.3,1,0.8,48.3,90.7,89.4,4,49
572,161,0.4,8.9,86.7,1.9,2.1,51.4,93.4,82.6,7,45
872,93,0.1,17.6,79.1,0.8,2.4,50.8,91.6,80.1,1,70
1228,7,0.2,70.6,24.3,4.3,0.6,53,94.9,54.9,3,66
684,135,0.4,25.7,71.8,0.9,1.2,48.4,93,97.7,8,58
201,33,0,27.9,71.6,0.5,0,52.7,82.5,67,5,12
648,71,0.3,11.3,87,0.6,0.8,52.9,82.2,82.1,4,47
435,69,0,27.4,72,0.2,0.5,52.4,81,86.3,2,35
395,64,0.8,29.9,66.3,2,1,37.5,82.1,80.9,6,33
484,80,0,34.1,62.8,1.6,1.4,52.3,78.8,77.6,1,33
458,105,0.2,16.6,81.4,1.3,0.4,58.1,80.7,86.6,3,35