"","pop90","blackpop_pct1990","college_pct","hs_pct","unemp","income","poverty","home","black","blackTurnout"
"1",11187,0.22034505,0.05486057,0.242246553,0.159999996,12653,0.389999986,0,0,44.86052704
"2",11187,0.22034505,0.05486057,0.242246553,0.159999996,12653,0.389999986,0,0,29.24872398
"3",1296,0.031635802,0.145434052,0.245772272,0.039999999,24457,0.159999996,0,0,65.51724243
"4",1296,0.031635802,0.145434052,0.245772272,0.039999999,24457,0.159999996,0,0,53.33333206
"5",1296,0.031635802,0.145434052,0.245772272,0.039999999,24457,0.159999996,0,0,17.4418602
"6",1296,0.031635802,0.145434052,0.245772272,0.039999999,24457,0.159999996,0,1,16.33466148
"7",1222,0.062193125,0.037671234,0.41438356,0.07,30789,0.129999995,0,0,75.17730713
"8",1222,0.062193125,0.037671234,0.41438356,0.07,30789,0.129999995,0,0,48.78048706
"9",1222,0.062193125,0.037671234,0.41438356,0.07,30789,0.129999995,0,0,41.81415939
"10",640,0,0.066518851,0.321507752,0.090000004,18235,0.25999999,0,0,55.56884384
"11",640,0,0.066518851,0.321507752,0.090000004,18235,0.25999999,0,0,0
"12",640,0,0.066518851,0.321507752,0.090000004,18235,0.25999999,0,0,0
"13",640,0,0.066518851,0.321507752,0.090000004,18235,0.25999999,0,0,0
"14",49188,0.312067986,0.099551544,0.24409245,0.109999999,18546,0.289999992,1,0,52.97652054
"15",49188,0.312067986,0.099551544,0.24409245,0.109999999,18546,0.289999992,1,0,41.56428146
"16",49188,0.312067986,0.099551544,0.24409245,0.109999999,18546,0.289999992,1,1,20.14288712
"17",49188,0.312067986,0.099551544,0.24409245,0.109999999,18546,0.289999992,1,1,33.93783951
"18",49188,0.312067986,0.099551544,0.24409245,0.109999999,18546,0.289999992,1,1,33.70359039
"19",49188,0.312067986,0.099551544,0.24409245,0.109999999,18546,0.289999992,1,1,30.17067146
"20",4236,0.316572249,0.084706657,0.272577465,0.090000004,14039,0.430000007,0,1,66.72299957
"21",4236,0.316572249,0.084706657,0.272577465,0.090000004,14039,0.430000007,0,1,9.669811249
"22",4236,0.316572249,0.084706657,0.272577465,0.090000004,14039,0.430000007,0,1,54.35614014
"23",4236,0.316572249,0.084706657,0.272577465,0.090000004,14039,0.430000007,0,0,48.95173264
"24",830,0,0.084459461,0.368243247,0.090000004,24205,0.159999996,0,0,0
"25",830,0,0.084459461,0.368243247,0.090000004,24205,0.159999996,0,0,0
"26",830,0,0.084459461,0.368243247,0.090000004,24205,0.159999996,0,0,0
"27",3079,0.349788904,0.090703972,0.267599285,0.159999996,15486,0.370000005,0,0,78.19731903
"28",3079,0.349788904,0.090703972,0.267599285,0.159999996,15486,0.370000005,0,0,70.8638916
"29",3079,0.349788904,0.090703972,0.267599285,0.159999996,15486,0.370000005,0,0,66.91042328
"30",3079,0.349788904,0.090703972,0.267599285,0.159999996,15486,0.370000005,0,0,63.92404938
"31",3079,0.349788904,0.090703972,0.267599285,0.159999996,15486,0.370000005,0,0,54.50138474
"32",3079,0.349788904,0.090703972,0.267599285,0.159999996,15486,0.370000005,0,0,53.50529099
"33",1449,0.0931677,0.016245488,0.222924188,0.07,16791,0.25999999,0,0,48.70466232
"34",1449,0.0931677,0.016245488,0.222924188,0.07,16791,0.25999999,0,0,48.8549614
"35",1449,0.0931677,0.016245488,0.222924188,0.07,16791,0.25999999,0,0,57.69230652
"36",1449,0.0931677,0.016245488,0.222924188,0.07,16791,0.25999999,0,0,57.69230652
"37",257,0.097276263,0.157894731,0.200000003,0.039999999,15156,0.119999997,0,0,48.27586365
"38",270,0.166666672,0.039800994,0.363184094,0.090000004,15865,0.209999993,0,0,70.68965149
"39",270,0.166666672,0.039800994,0.363184094,0.090000004,15865,0.209999993,0,0,48.07692337
"40",270,0.166666672,0.039800994,0.363184094,0.090000004,15865,0.209999993,0,0,48.97959137
"41",113,0.24778761,0.012195121,0.353658527,0.189999998,10455,0.49000001,0,1,47.61904907
"42",13233,0.176981792,0.07406199,0.359543234,0.100000001,28170,0.150000006,1,0,32.38002396
"43",13233,0.176981792,0.07406199,0.359543234,0.100000001,28170,0.150000006,1,0,2.269807339
"44",13233,0.176981792,0.07406199,0.359543234,0.100000001,28170,0.150000006,1,1,29.26045036
"45",13233,0.176981792,0.07406199,0.359543234,0.100000001,28170,0.150000006,1,1,31.39359474
"46",2363,0.357173085,0.054163847,0.345294505,0.129999995,20260,0.280000001,0,1,70.32849884
"47",2363,0.357173085,0.054163847,0.345294505,0.129999995,20260,0.280000001,0,1,63.81909561
"48",3305,0,0.062256809,0.349762201,0.100000001,23569,0.119999997,0,0,77.77777863
"49",3305,0,0.062256809,0.349762201,0.100000001,23569,0.119999997,0,0,75
"50",3305,0,0.062256809,0.349762201,0.100000001,23569,0.119999997,0,0,50
"51",3305,0,0.062256809,0.349762201,0.100000001,23569,0.119999997,0,0,22.72727203
"52",3305,0,0.062256809,0.349762201,0.100000001,23569,0.119999997,0,0,24.1071434
"53",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,1,78.899086
"54",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,1,43.22470093
"55",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,0,59.15493011
"56",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,0,45.79439163
"57",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,0,64.31535339
"58",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,0,45.99156189
"59",1876,0.108742006,0.011484823,0.246923715,0.200000003,10389,0.439999998,0,1,47.48858261
"60",253,0.055335969,0.01010101,0.308080822,0.059999999,20313,0.140000001,0,0,3.846153736
"61",253,0.055335969,0.01010101,0.308080822,0.059999999,20313,0.140000001,0,0,16.36363602
"62",253,0.055335969,0.01010101,0.308080822,0.059999999,20313,0.140000001,0,0,2.083333254
"63",253,0.055335969,0.01010101,0.308080822,0.059999999,20313,0.140000001,0,0,6.349206448
"64",13916,0.346435755,0.063329823,0.251106441,0.170000002,12781,0.400000006,0,1,41.87570572
"65",13916,0.346435755,0.063329823,0.251106441,0.170000002,12781,0.400000006,0,1,42.62096786
"66",13916,0.346435755,0.063329823,0.251106441,0.170000002,12781,0.400000006,0,1,23.54291725
"67",13916,0.346435755,0.063329823,0.251106441,0.170000002,12781,0.400000006,0,1,19.60385895
"68",219531,0.293256998,0.134165853,0.196823478,0.090000004,21898,0.25999999,0,0,48.47032547
"69",219531,0.293256998,0.134165853,0.196823478,0.090000004,21898,0.25999999,0,1,50.60937881
"70",219531,0.293256998,0.134165853,0.196823478,0.090000004,21898,0.25999999,0,1,48.55724335
"71",219531,0.293256998,0.134165853,0.196823478,0.090000004,21898,0.25999999,0,1,42.46677399
"72",219531,0.293256998,0.134165853,0.196823478,0.090000004,21898,0.25999999,0,1,41.61034393
"73",219531,0.293256998,0.134165853,0.196823478,0.090000004,21898,0.25999999,0,1,39.79431534
"74",241,0.228215769,0.114583336,0.260416657,0.07,18333,0.150000006,0,0,73.33333588
"75",2030,0.287192106,0.055479452,0.302739739,0.100000001,21516,0.25999999,0,0,71.42857361
"76",2030,0.287192106,0.055479452,0.302739739,0.100000001,21516,0.25999999,0,1,55.36993027
"77",2030,0.287192106,0.055479452,0.302739739,0.100000001,21516,0.25999999,0,0,52.8806572
"78",2030,0.287192106,0.055479452,0.302739739,0.100000001,21516,0.25999999,0,0,39.0962677
"79",2030,0.287192106,0.055479452,0.302739739,0.100000001,21516,0.25999999,0,0,44.52975082
"80",2030,0.287192106,0.055479452,0.302739739,0.100000001,21516,0.25999999,0,0,44.77317429
"81",1543,0.384316266,0.06666667,0.321126759,0.140000001,13984,0.370000005,0,1,46.24624634
"82",1543,0.384316266,0.06666667,0.321126759,0.140000001,13984,0.370000005,0,1,44.93758774
"83",1543,0.384316266,0.06666667,0.321126759,0.140000001,13984,0.370000005,0,1,44.85094833
"84",1543,0.384316266,0.06666667,0.321126759,0.140000001,13984,0.370000005,0,1,42.28650284
"85",295,0.210169494,0.090452261,0.48241207,0.100000001,19821,0.159999996,0,1,70.80745697
"86",1175,0.003404255,0.081081077,0.385428905,0.07,32961,0.100000001,0,0,68.47887421
"87",1175,0.003404255,0.081081077,0.385428905,0.07,32961,0.100000001,0,0,14.28571415
"88",14280,0.222969189,0.046646107,0.316499621,0.150000006,13863,0.370000005,1,0,45.44153976
"89",14280,0.222969189,0.046646107,0.316499621,0.150000006,13863,0.370000005,1,0,43.97524643
"90",14280,0.222969189,0.046646107,0.316499621,0.150000006,13863,0.370000005,1,0,61.34408569
"91",14280,0.222969189,0.046646107,0.316499621,0.150000006,13863,0.370000005,1,1,41.66159439
"92",14280,0.222969189,0.046646107,0.316499621,0.150000006,13863,0.370000005,1,0,29.54960442
"93",256,0.2421875,0.035714287,0.273809522,0.159999996,13864,0.400000006,0,0,34.68468475
"94",256,0.2421875,0.035714287,0.273809522,0.159999996,13864,0.400000006,0,0,61.61616135
"95",256,0.2421875,0.035714287,0.273809522,0.159999996,13864,0.400000006,0,1,59.872612
"96",256,0.2421875,0.035714287,0.273809522,0.159999996,13864,0.400000006,0,1,7.185628891
"97",52718,0.105504759,0.093520179,0.277404875,0.07,25918,0.159999996,1,0,11.13526821
"98",52718,0.105504759,0.093520179,0.277404875,0.07,25918,0.159999996,1,0,17.59445572
"99",52718,0.105504759,0.093520179,0.277404875,0.07,25918,0.159999996,1,0,18.60132408
"100",52718,0.105504759,0.093520179,0.277404875,0.07,25918,0.159999996,1,0,4.521154881
"101",1361,0.415870696,0.036257312,0.321637422,0.059999999,11377,0.439999998,0,1,58.57568741
"102",1361,0.415870696,0.036257312,0.321637422,0.059999999,11377,0.439999998,0,1,54.79930115
"103",1361,0.415870696,0.036257312,0.321637422,0.059999999,11377,0.439999998,0,1,62.83185959
"104",1361,0.415870696,0.036257312,0.321637422,0.059999999,11377,0.439999998,0,1,52.19298172
"105",1361,0.415870696,0.036257312,0.321637422,0.059999999,11377,0.439999998,0,1,47.08818817
"106",1361,0.415870696,0.036257312,0.321637422,0.059999999,11377,0.439999998,0,1,50.46235275
"107",6515,0.262010753,0.067925394,0.227262259,0.109999999,16571,0.340000004,0,1,68.80936432
"108",6515,0.262010753,0.067925394,0.227262259,0.109999999,16571,0.340000004,0,0,58.32029343
"109",3247,0.165075451,0.099071205,0.29765591,0.07,20322,0.170000002,0,0,69.01754761
"110",3247,0.165075451,0.099071205,0.29765591,0.07,20322,0.170000002,0,0,59.46942139
"111",3247,0.165075451,0.099071205,0.29765591,0.07,20322,0.170000002,0,0,31.51382828
"112",3247,0.165075451,0.099071205,0.29765591,0.07,20322,0.170000002,0,0,24.24061966
"113",3247,0.165075451,0.099071205,0.29765591,0.07,20322,0.170000002,0,0,21.5116272
"114",1824,0.104166664,0.086429112,0.375284314,0.07,31833,0.090000004,0,0,54.88915253
"115",1824,0.104166664,0.086429112,0.375284314,0.07,31833,0.090000004,0,0,72.47647858
"116",1824,0.104166664,0.086429112,0.375284314,0.07,31833,0.090000004,0,0,72.48322296
"117",1824,0.104166664,0.086429112,0.375284314,0.07,31833,0.090000004,0,0,58.80596924
"118",1824,0.104166664,0.086429112,0.375284314,0.07,31833,0.090000004,0,1,50.69033432
"119",5044,0.25,0.055752214,0.275221229,0.159999996,11596,0.460000008,0,0,70.27240753
"120",5044,0.25,0.055752214,0.275221229,0.159999996,11596,0.460000008,0,1,56.24559021
"121",5044,0.25,0.055752214,0.275221229,0.159999996,11596,0.460000008,0,1,48.88158035
"122",5044,0.25,0.055752214,0.275221229,0.159999996,11596,0.460000008,0,0,46.045578
"123",878,0.441913426,0.051509768,0.278863221,0.129999995,10174,0.460000008,0,1,72.7064209
"124",878,0.441913426,0.051509768,0.278863221,0.129999995,10174,0.460000008,0,1,61.09889984
"125",878,0.441913426,0.051509768,0.278863221,0.129999995,10174,0.460000008,0,1,57.08502197
"126",878,0.441913426,0.051509768,0.278863221,0.129999995,10174,0.460000008,0,1,61.66007996
"127",878,0.441913426,0.051509768,0.278863221,0.129999995,10174,0.460000008,0,1,45.40117264
"128",878,0.441913426,0.051509768,0.278863221,0.129999995,10174,0.460000008,0,1,44.19475555
"129",5429,0.200589433,0.032249019,0.291082442,0.129999995,16326,0.340000004,0,0,36.35144043
"130",5429,0.200589433,0.032249019,0.291082442,0.129999995,16326,0.340000004,0,1,23.37662315
"131",5429,0.200589433,0.032249019,0.291082442,0.129999995,16326,0.340000004,0,0,20.48693657
"132",182,0.016483517,0.10569106,0.439024389,0.100000001,13438,0.159999996,0,0,60.83333206
"133",182,0.016483517,0.10569106,0.439024389,0.100000001,13438,0.159999996,0,0,45.45454407
"134",182,0.016483517,0.10569106,0.439024389,0.100000001,13438,0.159999996,0,0,40.86021423
"135",607,0.257001638,0.040669855,0.318181813,0.109999999,12500,0.319999993,0,0,76.28205109
"136",607,0.257001638,0.040669855,0.318181813,0.109999999,12500,0.319999993,0,0,57.54190063
"137",607,0.257001638,0.040669855,0.318181813,0.109999999,12500,0.319999993,0,0,41.80791092
"138",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,72.70114899
"139",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,59.94550323
"140",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,48.70317078
"141",972,0.469135791,0.044285715,0.171428576,0.189999998,12232,0.479999989,0,1,49.57020187
"142",544,0.088235296,0.062972292,0.395466,0.059999999,23958,0.119999997,0,0,62.5
"143",544,0.088235296,0.062972292,0.395466,0.059999999,23958,0.119999997,0,0,40.79602051
"144",544,0.088235296,0.062972292,0.395466,0.059999999,23958,0.119999997,0,0,35.7142868
"145",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,53.63784409
"146",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,55.24085999
"147",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,48.53249359
"148",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,47.94651413
"149",4677,0.166559756,0.034876347,0.269181997,0.109999999,12152,0.379999995,0,0,43.37748337
"150",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,64.375
"151",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,63.67041016
"152",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,68.58107758
"153",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,67.0138855
"154",580,0.474137932,0.040935673,0.269005835,0.140000001,8653,0.569999993,0,1,64.17910767
"155",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,72.8155365
"156",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,55.78947449
"157",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,66.33663177
"158",661,0.170953095,0.039215688,0.368191719,0.129999995,12279,0.379999995,0,0,24
"159",920,0.431521744,0.017571885,0.246006384,0.289999992,6931,0.579999983,0,1,75.63452148
"160",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,0,52.88748169
"161",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,0,43.87099838
"162",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,0,51.25698471
"163",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,1,37.90664673
"164",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,1,47.2954216
"165",1904,0.352941185,0.059571087,0.285941213,0.119999997,16131,0.360000014,0,1,54.78723526
"166",1715,0.451311946,0.061591104,0.2917023,0.180000007,11716,0.449999988,0,0,21.38442612
"167",1715,0.451311946,0.061591104,0.2917023,0.180000007,11716,0.449999988,0,0,47.32510376
"168",1715,0.451311946,0.061591104,0.2917023,0.180000007,11716,0.449999988,0,1,32.00398636
"169",390,0.253846169,0.016806724,0.273109257,0.159999996,11827,0.49000001,0,0,60.46315002
"170",390,0.253846169,0.016806724,0.273109257,0.159999996,11827,0.49000001,0,0,40
"171",390,0.253846169,0.016806724,0.273109257,0.159999996,11827,0.49000001,0,0,32.27091599
"172",359,0.272980511,0.128027678,0.148788929,0.119999997,14219,0.230000004,0,0,36.47058868
"173",434,0.050691243,0.029090909,0.389090896,0.129999995,15750,0.340000004,0,0,92.85713959
"174",434,0.050691243,0.029090909,0.389090896,0.129999995,15750,0.340000004,0,0,41.17647171
"175",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,75.57603455
"176",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,52.63330078
"177",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,59.7701149
"178",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,54.27135849
"179",2600,0.370384604,0.042542286,0.221424907,0.180000007,9758,0.469999999,0,0,56.98113251
"180",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,0,43.68421173
"181",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,0,49.29077911
"182",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,0,46.99646759
"183",1130,0.210619465,0.025445292,0.316793889,0.150000006,12989,0.340000004,0,1,44.32989502
"184",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,0,42.43074036
"185",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,64.87820435
"186",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,67.91110992
"187",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,0,48.72483063
"188",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,0,56.5116272
"189",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,58.24847412
"190",1815,0.229752064,0.044692736,0.273743004,0.079999998,12756,0.419999987,0,1,66.16294098
"191",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,48.26861191
"192",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,37.29453278
"193",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,49.06997299
"194",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,43.32130051
"195",7691,0.130282149,0.150149584,0.210919976,0.090000004,25970,0.219999999,1,0,36.23623657
"196",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,1,43.70549393
"197",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,1,53.1436615
"198",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,0,32.60437393
"199",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,1,47.53652573
"200",14010,0.190935045,0.065539986,0.248866454,0.109999999,13804,0.349999994,0,0,32.9466362
"201",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,75.2960434
"202",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,76.65857697
"203",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,49.12536621
"204",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,44.86803436
"205",1642,0.4859927,0.020318022,0.227915198,0.200000003,10986,0.430000007,0,1,39.76109314
"206",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,33.33333206
"207",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,100
"208",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,60
"209",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,0,33.33333206
"210",1984,0.105846778,0.045128942,0.325931221,0.079999998,17875,0.239999995,0,1,100
"211",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,36.5417366
"212",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,46.30769348
"213",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,42.09919357
"214",3169,0.288419068,0.072450802,0.196779966,0.090000004,16702,0.310000002,0,1,42.52548218
"215",214,0.014018691,0,0.25,0.079999998,11705,0.330000013,0,0,60
"216",214,0.014018691,0,0.25,0.079999998,11705,0.330000013,0,0,60
"217",214,0.014018691,0,0.25,0.079999998,11705,0.330000013,0,0,33.33333206
"218",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,54.45094681
"219",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,45.47520447
"220",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,40.54758835
"221",8381,0.09235175,0.062113933,0.295126975,0.079999998,25087,0.150000006,0,0,38.98550797
"222",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,60.90659332
"223",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,45
"224",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,33.48729706
"225",3474,0.121761657,0.044660982,0.400324821,0.129999995,14643,0.319999993,1,0,23.09416962
"226",9865,0.228281811,0.129818931,0.291325927,0.100000001,24891,0.209999993,1,0,0
"227",9865,0.228281811,0.129818931,0.291325927,0.100000001,24891,0.209999993,1,1,42.28830719
"228",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,0
"229",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,33.33333206
"230",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,21.32132149
"231",345,0.046376813,0.02734375,0.28515625,0.150000006,18417,0.150000006,0,0,26.04548836
"232",344,0.218023255,0.059071731,0.35864979,0.100000001,19375,0.330000013,0,0,48.68421173
"233",344,0.218023255,0.059071731,0.35864979,0.100000001,19375,0.330000013,0,0,49.29577637
"234",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,58.23107529
"235",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,51.76726151
"236",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,61.41783905
"237",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,48.23703766
"238",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,49.23845673
"239",7949,0.339036345,0.034991488,0.332135439,0.180000007,15877,0.379999995,1,1,51.26948929
"240",886,0.136568844,0.031301484,0.329489291,0.100000001,15694,0.280000001,0,0,80.64516449
"241",886,0.136568844,0.031301484,0.329489291,0.100000001,15694,0.280000001,0,0,45.55555725
"242",886,0.136568844,0.031301484,0.329489291,0.100000001,15694,0.280000001,0,0,45.55555725
"243",871,0.177956372,0.076298699,0.295454532,0.119999997,15875,0.330000013,0,0,33.62068939
"244",871,0.177956372,0.076298699,0.295454532,0.119999997,15875,0.330000013,0,0,29.37063026
"245",871,0.177956372,0.076298699,0.295454532,0.119999997,15875,0.330000013,0,1,42.24806213
"246",240,0.029166667,0.023809524,0.505952358,0.109999999,28125,0.129999995,0,0,75
"247",240,0.029166667,0.023809524,0.505952358,0.109999999,28125,0.129999995,0,0,90
"248",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,82.53588867
"249",1438,0.175243393,0.015723271,0.264150947,0.200000003,10699,0.409999996,0,0,66.66666412
